bSize,bCount,run,MBspeed,Bspeed
1024,4194304,0,645.35,676696757.21
1024,4194304,1,628.26,658781064.38
1024,4194304,2,600.41,629576059.75
1024,4194304,3,586.60,615094303.93
1024,4194304,4,569.79,597465240.29
1024,4194304,5,568.46,596073772.99
1024,4194304,6,568.39,596002816.89
1024,4194304,7,567.92,595511459.26
1024,4194304,8,563.58,590954977.39
1024,4194304,9,549.33,576009382.14
