bSize,bCount,run,MBspeed,Bspeed
1,8388608,0,1.25,1310560.72
1,8388608,1,1.19,1250592.33
1,8388608,2,1.22,1279135.74
1,8388608,3,1.22,1275899.88
1,8388608,4,1.28,1338070.18
1,8388608,5,1.29,1350012.11
1,8388608,6,1.28,1343449.17
1,8388608,7,1.28,1340380.06
1,8388608,8,1.21,1268921.12
1,8388608,9,1.21,1272611.26
